,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
78856,"Venezuela, RB",VEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,30000000.0
79125,Vietnam,VNM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,95000000.0
79871,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1260000000.0
80028,Caribbean small states,CSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
80176,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1653000000.0
80318,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,3605000000.0
80544,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,2954000000.0
80738,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1884000000.0
80938,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1703000000.0
81129,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,4342000000.0
81312,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6633000000.0
81482,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,840000000.0
81647,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1709000000.0
81813,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6185000000.0
81992,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,508000000.0
82160,Heavily indebted poor countries (HIPC),HPC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,177000000.0
82330,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,8770000000.0
82539,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,5658000000.0
82746,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6003000000.0
82951,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,112000000.0
83133,IDA only,IDX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,233000000.0
83294,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,345000000.0
83466,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1983000000.0
83659,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1727000000.0
83877,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1608000000.0
84096,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,420000000.0
84305,Least developed countries: UN classification,LDC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,172000000.0
84461,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6503000000.0
84668,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,333000000.0
84831,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1554000000.0
85032,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1611000000.0
85201,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1318000000.0
85389,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1318000000.0
85571,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6170000000.0
85784,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1495000000.0
85990,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,8730000000.0
86496,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,9153000000.0
86697,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,395000000.0
86860,Small states,SST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
87030,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,523000000.0
87280,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,523000000.0
87515,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,330000000.0
87696,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,330000000.0
87877,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,330000000.0
88055,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,4616000000.0
88263,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,15273000000.0
88465,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,64000000.0
88668,Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,46000000.0
88784,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,61000000.0
89323,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,48000000.0
89776,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,571000000.0
90067,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,56000000.0
91069,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,188000000.0
91398,Benin,BEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
91830,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,2000000.0
92372,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,62000000.0
92833,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,494000000.0
93519,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,5000000.0
93936,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1231000000.0
94825,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,19000000.0
95138,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,307000000.0
95320,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,3000000.0
95710,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,13000000.0
96440,Cote d'Ivoire,CIV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
96763,Cuba,CUB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1307000000.0
97211,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,57000000.0
97583,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,0.0
98178,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,686000000.0
99061,Ethiopia,ETH,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,21000000.0
99442,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,38000000.0
99654,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,153000000.0
100554,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,2457000000.0
100731,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,20000000.0
101010,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,330000000.0
101550,Guatemala,GTM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
102503,Honduras,HND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,14000000.0
103017,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,290000000.0
103360,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,371000000.0
103682,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1068000000.0
103931,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,110000000.0
104205,Iraq,IRQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,278000000.0
104601,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,261000000.0
104812,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,666000000.0
105029,Jamaica,JAM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
105255,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,223000000.0
105492,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,55000000.0
106121,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,181000000.0
106245,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,131000000.0
106555,Kuwait,KWT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,10000000.0
106782,Lao PDR,LAO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,19000000.0
107015,Lebanon,LBN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,13000000.0
107515,Libya,LBY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,2000000.0
108497,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,31000000.0
108877,Mali,MLI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,10000000.0
109209,Mauritania,MRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,1000000.0
109612,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,107000000.0
110077,Mongolia,MNG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,90000000.0
110278,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,93000000.0
110681,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,14000000.0
111184,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,370000000.0
111520,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,8000000.0
111714,Nicaragua,NIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,6000000.0
112182,Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,8000000.0
112504,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,60000000.0
112874,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,88000000.0
113694,Paraguay,PRY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,11000000.0
113954,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,14000000.0
114268,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,11000000.0
114575,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,688000000.0
114732,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,29000000.0
115177,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,181000000.0
115427,Rwanda,RWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,5000000.0
115915,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,22000000.0
117297,Somalia,SOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,0.0
117549,South Africa,ZAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,215000000.0
117946,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,55000000.0
118764,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,19000000.0
119209,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,133000000.0
119495,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,4000000.0
119706,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,20000000.0
120194,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,111000000.0
121364,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,300000000.0
122200,United Kingdom,GBR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,38000000.0
122436,United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,264000000.0
122684,Uruguay,URY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,100000000.0
123164,"Venezuela, RB",VEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,32000000.0
123442,Vietnam,VNM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,47000000.0
124054,Zimbabwe,ZWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1962,16000000.0
124221,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1238000000.0
124379,Caribbean small states,CSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1000000.0
124525,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,2145000000.0
124666,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,3868000000.0
124892,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,2377000000.0
125086,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1262000000.0
125282,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1065000000.0
125471,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,6216000000.0
125651,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,9844000000.0
125820,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1165000000.0
125983,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,2393000000.0
126147,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,8801000000.0
126324,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,501000000.0
126496,Heavily indebted poor countries (HIPC),HPC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,151000000.0
126670,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,11687000000.0
126875,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,6217000000.0
127079,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,6718000000.0
127281,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,229000000.0
127461,IDA only,IDX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,272000000.0
127624,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,501000000.0
127799,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,2626000000.0
127988,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,739000000.0
128200,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,612000000.0
128414,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,455000000.0
128621,Least developed countries: UN classification,LDC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,183000000.0
128775,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,5844000000.0
128978,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,395000000.0
129142,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1995000000.0
129341,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1746000000.0
129508,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1315000000.0
129697,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1315000000.0
129884,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,5449000000.0
130093,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1335000000.0
130295,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,11810000000.0
130792,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,10401000000.0
130990,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,316000000.0
131155,Small states,SST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1000000.0
131324,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,886000000.0
131570,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,886000000.0
131803,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,604000000.0
131981,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,604000000.0
132159,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,604000000.0
132335,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,3454000000.0
132539,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,17531000000.0
132737,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,40000000.0
132940,Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,11000000.0
133051,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,85000000.0
133575,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,19000000.0
134024,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,383000000.0
134325,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,201000000.0
135324,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,569000000.0
136099,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,4000000.0
136630,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,128000000.0
137082,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,538000000.0
137756,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,11000000.0
137955,Cameroon,CMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,2000000.0
138175,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1012000000.0
139074,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,127000000.0
139389,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,450000000.0
139566,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,29000000.0
139940,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,32000000.0
140131,"Congo, Rep.",COG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,0.0
140408,Costa Rica,CRI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1963,1000000.0
